id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RPL6	4	0.41631	0.55535	0.999998	1092	1	0.16758	0.12525	0.25872	0.999975	512	3	0.16758
SEPT7	4	0.16723	0.29297	0.999998	620	1	0.12405	0.12537	0.25891	0.999975	513	3	0.12405
TDRD12	3	0.17317	0.27571	0.999998	629	1	0.33505	0.12539	0.21638	0.999975	514	2	0.33505
ACO1	4	0.2446	0.37711	0.999998	793	2	0.034066	0.12584	0.25977	0.999975	515	2	0.034066
SRSF11	4	0.0006112	0.0023497	0.312923	15	3	-0.34653	0.1259	0.25987	0.999975	516	1	-0.34653
CCDC124	4	0.38953	0.53506	0.999998	1058	2	0.037571	0.12619	0.26032	0.999975	517	2	0.037571
EPS8L3	3	0.59044	0.60308	0.999998	1292	1	-0.032962	0.12686	0.21834	0.999975	518	1	-0.032962
SAP130	4	0.72365	0.73349	0.999998	1502	1	0.12772	0.12718	0.26201	0.999975	519	3	0.12772
RRP8	3	0.20682	0.31976	0.999998	699	2	-0.075349	0.12721	0.21872	0.999975	520	1	-0.075349
HMGB2	4	0.15284	0.27745	0.999998	581	2	-0.098442	0.12727	0.26213	0.999975	521	1	-0.098442
CNOT7	4	0.93114	0.93162	0.999998	1924	0	0.15557	0.12766	0.26281	0.999975	522	3	0.15557
SF3B1	4	0.87045	0.87007	0.999998	1800	0	0.17883	0.12773	0.26294	0.999975	523	2	0.17883
ZNHIT6	4	0.9168	0.91728	0.999998	1889	0	0.29278	0.12864	0.26459	0.999975	524	3	0.29278
DUSP11	4	0.17207	0.29832	0.999998	626	2	-0.091966	0.12864	0.2646	0.999975	525	1	-0.091966
NLRP11	4	0.93255	0.93298	0.999998	1929	0	0.089729	0.12913	0.26541	0.999975	526	3	0.089729
RNGTT	4	0.19811	0.32656	0.999998	679	2	0.09	0.12967	0.26625	0.999975	527	2	0.09
WBSCR22	4	0.96765	0.96756	0.999998	2024	0	0.10835	0.13011	0.26699	0.999975	528	3	0.10835
PUM1	4	0.015653	0.047409	0.810929	122	2	-0.15744	0.13046	0.26759	0.999975	529	1	-0.15744
PSPC1	4	0.90775	0.90838	0.999998	1872	0	0.14355	0.13047	0.26761	0.999975	530	3	0.14355
RBM4	4	0.56455	0.62898	0.999998	1258	1	0.10837	0.13072	0.26803	0.999975	531	3	0.10837
CWC27	3	0.67634	0.67896	0.999998	1424	1	0.41021	0.1308	0.22364	0.999975	532	2	0.41021
DDX28	2	0.47403	0.47702	0.999998	1151	1	0.20113	0.13113	0.21258	0.999975	533	1	0.20113
KIAA0430	4	0.68172	0.70227	0.999998	1438	1	0.0027197	0.13183	0.26987	0.999975	534	1	0.0027197
NYNRIN	4	0.77531	0.77696	0.999998	1584	1	0.13868	0.1323	0.27068	0.999975	535	2	0.13868
HLA-A	4	0.49783	0.59346	0.999998	1180	1	0.19712	0.13247	0.27099	0.999975	536	2	0.19712
TPT1	3	0.24393	0.36748	0.999998	792	1	-0.05388	0.13446	0.22853	0.999975	537	1	-0.05388
QTRT1	4	0.80434	0.80426	0.999998	1648	0	0.12596	0.1353	0.27401	0.999975	538	2	0.12596
HNRNPA3	4	0.58845	0.64256	0.999998	1288	1	0.0068033	0.13728	0.27603	0.999975	539	1	0.0068033
NOS2	4	0.943	0.94333	0.999998	1955	0	0.11197	0.13818	0.27701	0.999975	540	2	0.11197
PARS2	4	0.41598	0.55516	0.999998	1091	1	0.16056	0.13904	0.27785	0.999975	541	2	0.16056
TACO1	4	0.075312	0.16734	0.999998	347	2	-0.097508	0.13909	0.27791	0.999975	542	1	-0.097508
FAU	3	0.10554	0.18524	0.999998	461	1	0.19006	0.13929	0.23468	0.999975	543	2	0.19006
CNP	2	0.73939	0.73824	0.999998	1529	0	0.51602	0.14007	0.21857	0.999975	544	1	0.51602
TRMU	4	0.88648	0.88636	0.999998	1830	0	0.10216	0.14119	0.28003	0.999975	545	2	0.10216
FLNB	3	0.93766	0.93837	0.999998	1940	0	0.18455	0.14161	0.23792	0.999975	546	2	0.18455
DHX37	4	0.79679	0.79686	0.999998	1632	1	-0.022437	0.1418	0.28071	0.999975	547	1	-0.022437
EIF3K	4	0.31281	0.4517	0.999998	921	2	0.13552	0.14227	0.28114	0.999975	548	2	0.13552
DHCR7	3	0.31673	0.4169	0.999998	927	1	-0.045828	0.14237	0.23883	0.999975	549	1	-0.045828
RINT1	4	0.15526	0.28007	0.999998	587	2	0.04039	0.14353	0.28252	0.999975	550	2	0.04039
SRFBP1	3	0.12617	0.21301	0.999998	505	1	0.59812	0.14442	0.24159	0.999975	551	2	0.59812
PLEC	4	0.0041688	0.014603	0.591951	52	3	-0.38921	0.14585	0.28497	0.999975	552	1	-0.38921
DNAJA1	2	0.60432	0.60408	0.999998	1314	0	0.2023	0.14616	0.22266	0.999975	553	1	0.2023
PRPF40A	3	0.67598	0.67858	0.999998	1422	1	0.18156	0.14616	0.24394	0.999975	554	2	0.18156
MAT2A	4	0.59952	0.64914	0.999998	1302	1	0.065656	0.14643	0.28554	0.999975	555	2	0.065656
SUCLG1	3	0.68379	0.6861	0.999998	1442	1	0.1577	0.14658	0.24449	0.999975	556	2	0.1577
ADAD1	4	0.12879	0.25144	0.999998	510	2	-0.018787	0.1472	0.28633	0.999975	557	2	-0.018787
QARS	3	0.72932	0.7314	0.999998	1513	0	0.15927	0.14742	0.24562	0.999975	558	2	0.15927
SWT1	4	0.77564	0.7773	0.999998	1585	1	0.10749	0.14752	0.28667	0.999975	559	2	0.10749
BAZ2A	3	0.14243	0.235	0.999998	552	2	-0.15499	0.14852	0.24705	0.999975	560	1	-0.15499
U2AF1	4	0.27206	0.40734	0.999998	842	2	0.029	0.14862	0.28778	0.999975	561	2	0.029
SMG6	3	0.86099	0.86196	0.999998	1779	0	0.1828	0.14874	0.24736	0.999975	562	2	0.1828
DDX58	3	0.83042	0.83072	0.999998	1706	0	0.17454	0.1492	0.24792	0.999975	563	2	0.17454
AFF3	3	0.74596	0.74775	0.999998	1539	0	0.053114	0.14988	0.24881	0.999975	564	1	0.053114
ADAD2	3	0.85125	0.85204	0.999998	1758	0	0.085491	0.15022	0.24919	0.999975	565	1	0.085491
CTIF	4	0.11866	0.24024	0.999998	493	2	-0.066282	0.15034	0.28963	0.999975	566	2	-0.066282
MRPL1	3	0.19504	0.3044	0.999998	675	1	0.14185	0.15035	0.24935	0.999975	567	2	0.14185
RPL13A	3	0.93843	0.93919	0.999998	1943	0	0.093635	0.15056	0.24969	0.999975	568	1	0.093635
DDX47	2	0.33331	0.3533	0.999998	961	1	0.42829	0.15106	0.22649	0.999975	569	1	0.42829
SAMD4B	4	0.77892	0.78013	0.999998	1594	1	0.17315	0.15156	0.29099	0.999975	570	2	0.17315
FUS	4	0.95639	0.95659	0.999998	1997	0	0.11728	0.15284	0.29229	0.999975	571	2	0.11728
RPL36	3	0.93618	0.93699	0.999998	1937	0	0.23091	0.15288	0.25254	0.999975	572	2	0.23091
STK10	4	0.27184	0.40711	0.999998	841	2	0.03834	0.15358	0.29307	0.999975	573	2	0.03834
DNTTIP2	4	0.63377	0.67	0.999998	1364	1	0.11454	0.15392	0.29343	0.999975	574	2	0.11454
CLK1	3	0.072735	0.14028	0.999998	338	2	-0.15651	0.15396	0.25374	0.999975	575	1	-0.15651
PARP12	3	0.61263	0.62123	0.999998	1328	1	0.022603	0.1543	0.25422	0.999975	576	1	0.022603
CCDC43	4	0.23311	0.36444	0.999998	761	1	0.18428	0.15432	0.29381	0.999975	577	2	0.18428
TMPO	4	0.57556	0.63487	0.999998	1274	1	0.048363	0.1557	0.29523	0.999975	578	2	0.048363
SORBS1	4	0.015581	0.047273	0.810929	121	3	-0.26492	0.15615	0.29576	0.999975	579	1	-0.26492
TLR3	4	0.92553	0.92594	0.999998	1910	0	0.072211	0.15618	0.29578	0.999975	580	2	0.072211
SRP68	4	0.96441	0.96443	0.999998	2016	0	0.11566	0.15659	0.29629	0.999975	581	1	0.11566
APTX	4	0.37825	0.52298	0.999998	1039	1	0.087463	0.15785	0.29761	0.999975	582	2	0.087463
JAKMIP1	3	0.10104	0.17924	0.999998	447	2	-0.2404	0.16006	0.26176	0.999975	583	1	-0.2404
POU5F1	4	0.0050312	0.017484	0.625057	60	3	-0.56972	0.16015	0.29983	0.999975	584	1	-0.56972
HSPB1	4	0.39987	0.54633	0.999998	1070	2	0.011182	0.16059	0.30028	0.999975	585	2	0.011182
ZNF207	3	0.43981	0.4923	0.999998	1120	1	0.17355	0.16216	0.2646	0.999975	586	2	0.17355
H1FX	3	0.36976	0.44835	0.999998	1025	1	0.12955	0.16231	0.26478	0.999975	587	2	0.12955
CS	4	0.29264	0.42974	0.999998	888	2	-0.088821	0.16237	0.30223	0.999975	588	1	-0.088821
COA6	3	0.2176	0.33381	0.999998	717	2	-0.088955	0.16343	0.26618	0.999975	589	1	-0.088955
MRPL53	4	0.14944	0.2736	0.999998	572	1	0.16308	0.16461	0.30441	0.999975	590	2	0.16308
RPS5	1	0.83333	0.83322	0.999998	1713	0	0.20931	0.16667	0.1667	0.989015	591	1	0.20931
SRP54	3	0.71626	0.71848	0.999998	1491	0	0.23414	0.16739	0.27121	0.999975	592	2	0.23414
MRPS36	3	0.92669	0.92741	0.999998	1916	0	0.047052	0.16781	0.27184	0.999975	593	1	0.047052
TEP1	4	0.89192	0.89219	0.999998	1843	0	0.054851	0.16802	0.30777	0.999975	594	2	0.054851
RPL18	4	0.9208	0.92135	0.999998	1897	0	0.18672	0.1684	0.30814	0.999975	595	2	0.18672
PAPD7	4	0.93931	0.93966	0.999998	1944	0	0.11486	0.16973	0.30956	0.999975	596	2	0.11486
LSM12	4	0.60635	0.65312	0.999998	1317	1	0.0013901	0.16987	0.30967	0.999975	597	1	0.0013901
ZFC3H1	3	0.77605	0.77711	0.999998	1586	0	0.16587	0.16987	0.27454	0.999975	598	2	0.16587
AHNAK	3	0.83123	0.83144	0.999998	1708	0	0.061017	0.17216	0.27751	0.999975	599	2	0.061017
TRIP6	4	0.1557	0.28055	0.999998	588	2	-0.1024	0.17251	0.31253	0.999975	600	1	-0.1024
MYH14	4	0.79877	0.79877	0.999998	1637	1	0.074667	0.17426	0.31424	0.999975	601	2	0.074667
THOC2	3	0.015077	0.039633	0.788587	117	2	-0.49287	0.1745	0.28046	0.999975	602	1	-0.49287
RPL17-C18ORF32	3	0.95111	0.95182	0.999998	1975	0	0.32248	0.17474	0.28078	0.999975	603	2	0.32248
PCDHGA9	4	0.82477	0.82446	0.999998	1696	0	0.095928	0.17548	0.31551	0.999975	604	2	0.095928
HIST1H4L	3	0.50184	0.53524	0.999998	1182	1	0.10559	0.17548	0.28186	0.999975	605	2	0.10559
RBMXL1	4	0.61976	0.66118	0.999998	1340	1	0.1352	0.17644	0.31654	0.999975	606	2	0.1352
DHX30	4	0.75553	0.75963	0.999998	1553	1	0.12873	0.17683	0.31689	0.999975	607	2	0.12873
ACAT1	4	0.81196	0.81176	0.999998	1670	0	0.012709	0.17689	0.31695	0.999975	608	2	0.012709
H1F0	3	0.22128	0.3385	0.999998	724	2	-0.10275	0.17784	0.2849	0.999975	609	1	-0.10275
GRWD1	3	0.29351	0.40378	0.999998	890	1	0.27104	0.17816	0.28528	0.999975	610	2	0.27104
HELZ	4	0.048547	0.1153	0.982066	247	2	-0.13389	0.1782	0.31839	0.999975	611	1	-0.13389
RPL15	4	0.79755	0.79766	0.999998	1633	1	0.14898	0.17838	0.31858	0.999975	612	2	0.14898
RNASEH1	4	0.41021	0.55258	0.999998	1084	1	-0.11556	0.17864	0.31886	0.999975	613	1	-0.11556
RBM17	1	0.82068	0.82075	0.999998	1689	0	0.29842	0.17932	0.17927	0.997851	614	1	0.29842
MRPS17	4	0.22667	0.3575	0.999998	745	2	-0.084875	0.17951	0.3198	0.999975	615	1	-0.084875
NAPA	4	0.17295	0.29929	0.999998	628	1	-0.057068	0.18038	0.3208	0.999975	616	1	-0.057068
HNRNPAB	4	0.78696	0.78758	0.999998	1609	1	0.1027	0.1809	0.32119	0.999975	617	2	0.1027
HNRNPCL1	4	0.95921	0.95933	0.999998	2002	0	0.098922	0.18126	0.32156	0.999975	618	1	0.098922
MARS	4	0.24137	0.37368	0.999998	784	2	-0.048423	0.18169	0.32204	0.999975	619	1	-0.048423
CNOT8	4	0.22604	0.35693	0.999998	743	1	0.090625	0.18206	0.32242	0.999975	620	2	0.090625
SNRNP70	4	0.81669	0.8165	0.999998	1678	0	0.12687	0.18265	0.32308	0.999975	621	2	0.12687
PDE12	4	0.89844	0.89894	0.999998	1858	0	0.24537	0.183	0.32343	0.999975	622	2	0.24537
POP4	4	0.86172	0.86154	0.999998	1781	0	0.15481	0.18323	0.32369	0.999975	623	2	0.15481
NUP153	4	0.076888	0.17041	0.999998	353	2	-0.24894	0.18343	0.3239	0.999975	624	1	-0.24894
SERPINH1	3	0.91955	0.92027	0.999998	1893	0	0.094107	0.18356	0.29233	0.999975	625	2	0.094107
FAM133B	3	0.32319	0.42067	0.999998	942	1	-0.0088175	0.18382	0.29263	0.999975	626	1	-0.0088175
KIAA0020	4	0.042519	0.10352	0.949894	233	2	-0.0011299	0.18421	0.32461	0.999975	627	2	-0.0011299
RPS29	3	0.81212	0.81295	0.999998	1671	0	0.21577	0.18477	0.29374	0.999975	628	2	0.21577
DYNLL1	4	0.3192	0.45854	0.999998	931	2	0.040964	0.18558	0.32607	0.999975	629	2	0.040964
RPS20	3	0.73328	0.73529	0.999998	1519	0	0.21882	0.18598	0.29538	0.999975	630	2	0.21882
EEFSEC	4	0.090407	0.19586	0.999998	395	2	0.10294	0.18617	0.3266	0.999975	631	2	0.10294
LRRC47	2	0.86435	0.86335	0.999998	1788	0	0.19346	0.18704	0.25162	0.999975	632	1	0.19346
EXOSC7	3	0.6822	0.6846	0.999998	1440	1	0.17556	0.18704	0.29663	0.999975	633	2	0.17556
WBP11	3	0.83978	0.8403	0.999998	1728	0	0.13621	0.18746	0.2971	0.999975	634	2	0.13621
GRSF1	4	0.63306	0.66954	0.999998	1361	1	0.1552	0.18774	0.32814	0.999975	635	2	0.1552
ZCCHC17	1	0.81221	0.81252	0.999998	1672	0	0.38587	0.18779	0.18756	0.999975	636	1	0.38587
HEXIM2	4	0.30469	0.44304	0.999998	910	1	0.049053	0.18863	0.32905	0.999975	637	2	0.049053
AKAP8L	3	0.49272	0.52884	0.999998	1175	1	0.12524	0.18872	0.29868	0.999975	638	2	0.12524
TMED10	4	0.94253	0.94282	0.999998	1952	0	0.083212	0.18872	0.32911	0.999975	639	2	0.083212
RUVBL1	3	0.57217	0.58781	0.999998	1270	1	-0.074724	0.18878	0.29875	0.999975	640	1	-0.074724
CAND1	4	0.13939	0.2626	0.999998	543	2	-0.1696	0.1895	0.32999	0.999975	641	1	-0.1696
ADK	4	0.34205	0.48374	0.999998	977	1	0.18528	0.18951	0.33	0.999975	642	2	0.18528
ARCN1	4	0.82367	0.8234	0.999998	1693	0	0.088105	0.18993	0.33043	0.999975	643	2	0.088105
LLPH	3	0.64913	0.65354	0.999998	1390	1	0.11179	0.19009	0.30028	0.999975	644	2	0.11179
TRMT10B	3	0.90192	0.90267	0.999998	1863	0	0.23107	0.19039	0.30061	0.999975	645	2	0.23107
ERH	3	0.083707	0.15528	0.999998	374	2	-0.29041	0.19043	0.30065	0.999975	646	1	-0.29041
DDX60L	4	0.54749	0.61915	0.999998	1236	1	0.070582	0.19069	0.33117	0.999975	647	2	0.070582
ANGEL1	3	0.71412	0.7162	0.999998	1485	0	0.11803	0.19076	0.30105	0.999975	648	2	0.11803
KIAA0754	4	0.13743	0.26043	0.999998	533	2	-0.12341	0.19166	0.33223	0.999975	649	1	-0.12341
SEC63	4	0.15009	0.27433	0.999998	574	2	-0.027606	0.19187	0.3325	0.999975	650	2	-0.027606
EIF4B	3	0.29652	0.40544	0.999998	894	1	0.22158	0.19208	0.30287	0.999975	651	2	0.22158
HEXIM1	4	0.46853	0.57925	0.999998	1146	1	0.13285	0.19209	0.33275	0.999975	652	2	0.13285
RBMX	4	0.21259	0.34238	0.999998	708	1	0.1903	0.19227	0.33293	0.999975	653	2	0.1903
FRG1	2	0.51212	0.51267	0.999998	1189	1	0.20107	0.1925	0.25523	0.999975	654	1	0.20107
WTAP	4	0.92781	0.9281	0.999998	1918	0	0.088683	0.19252	0.33321	0.999975	655	2	0.088683
MPHOSPH10	4	0.6946	0.7115	0.999998	1461	1	0.15032	0.19326	0.33385	0.999975	656	2	0.15032
EPRS	4	0.18538	0.31289	0.999998	651	2	0.063589	0.19405	0.33469	0.999975	657	2	0.063589
PCBP1	4	0.13728	0.26026	0.999998	532	2	-0.1893	0.19424	0.3349	0.999975	658	1	-0.1893
SPATS2L	4	0.68705	0.70597	0.999998	1448	1	0.055329	0.19425	0.33491	0.999975	659	2	0.055329
RPF1	3	0.1509	0.24636	0.999998	577	1	0.27817	0.19484	0.3064	0.999975	660	2	0.27817
TAF9	3	0.91589	0.91664	0.999998	1888	0	0.10571	0.19592	0.30769	0.999975	661	2	0.10571
PRPF3	3	0.74688	0.74867	0.999998	1541	0	-0.06243	0.19602	0.30781	0.999975	662	1	-0.06243
RPS19	4	0.95377	0.95398	0.999998	1985	0	0.1263	0.19682	0.33737	0.999975	663	1	0.1263
TMEM263	3	0.16208	0.26119	0.999998	609	1	0.11029	0.19747	0.3096	0.999975	664	2	0.11029
TYW1	3	0.78975	0.79096	0.999998	1614	0	0.15045	0.19793	0.31024	0.999975	665	2	0.15045
CHMP4B	4	0.51994	0.60479	0.999998	1200	1	0.048126	0.19811	0.33869	0.999975	666	1	0.048126
TGS1	3	0.92629	0.92705	0.999998	1915	0	0.1191	0.19824	0.31073	0.999975	667	2	0.1191
CLNS1A	3	0.85178	0.85257	0.999998	1760	0	0.17322	0.19839	0.31095	0.999975	668	2	0.17322
RRS1	4	0.020336	0.057468	0.83565	143	2	-0.13941	0.19897	0.33965	0.999975	669	1	-0.13941
HMGN2	4	0.40061	0.54714	0.999998	1071	1	0.046627	0.19923	0.33987	0.999975	670	2	0.046627
RBMXL3	4	0.2781	0.4139	0.999998	857	2	-0.01755	0.20153	0.34215	0.999975	671	2	-0.01755
IBA57	3	0.92297	0.92377	0.999998	1903	0	0.11036	0.20212	0.31567	0.999975	672	2	0.11036
MTHFSD	3	0.44725	0.49743	0.999998	1127	1	0.18523	0.20228	0.31584	0.999975	673	2	0.18523
CISD2	3	0.46595	0.51038	0.999998	1143	1	0.096006	0.20322	0.31708	0.999975	674	2	0.096006
RPL19	4	0.82257	0.82229	0.999998	1691	0	0.1122	0.20404	0.34481	0.999975	675	2	0.1122
GNL3	4	0.017343	0.050882	0.827979	129	2	-0.079265	0.2041	0.34489	0.999975	676	1	-0.079265
ZYX	4	0.89087	0.89109	0.999998	1840	0	0.12998	0.20444	0.34526	0.999975	677	2	0.12998
CSTB	3	0.28079	0.39656	0.999998	862	1	0.13326	0.20556	0.31997	0.999975	678	2	0.13326
AGO4	4	0.0065018	0.022315	0.64276	72	3	-0.30062	0.2058	0.34664	0.999975	679	1	-0.30062
RPS25	3	0.79029	0.79153	0.999998	1617	0	0.1617	0.20651	0.32125	0.999975	680	2	0.1617
RBM43	4	0.96412	0.96412	0.999998	2015	0	0.077914	0.20708	0.348	0.999975	681	1	0.077914
RPSA	3	0.22583	0.34456	0.999998	742	1	0.18333	0.20824	0.32335	0.999975	682	2	0.18333
TRIM25	4	0.035199	0.088894	0.936781	199	2	0.014563	0.20878	0.34973	0.999975	683	1	0.014563
PATL1	4	0.32075	0.46013	0.999998	934	2	-0.056535	0.20888	0.34984	0.999975	684	2	-0.056535
MAP4	3	0.3986	0.46564	0.999998	1069	1	0.13223	0.20966	0.32509	0.999975	685	2	0.13223
PRPF39	4	0.060675	0.13907	0.999998	284	2	-0.20853	0.21005	0.35108	0.999975	686	1	-0.20853
GANAB	3	0.22176	0.33913	0.999998	727	2	-0.16399	0.2107	0.32646	0.999975	687	1	-0.16399
MRPL10	4	0.6333	0.66971	0.999998	1362	1	0.081445	0.2109	0.352	0.999975	688	2	0.081445
SNRPE	3	0.78949	0.79065	0.999998	1613	0	0.13718	0.21092	0.32678	0.999975	689	2	0.13718
R3HCC1L	2	0.58889	0.58901	0.999998	1289	0	0.27696	0.21104	0.2685	0.999975	690	1	0.27696
XRN1	4	0.86103	0.86083	0.999998	1780	0	0.11933	0.21151	0.35267	0.999975	691	2	0.11933
ASCC1	3	0.94059	0.94131	0.999998	1949	0	0.16725	0.21187	0.32799	0.999975	692	2	0.16725
EIF2B5	4	0.64344	0.67599	0.999998	1380	1	0.095852	0.21232	0.35342	0.999975	693	2	0.095852
PNPT1	3	0.87078	0.87156	0.999998	1802	0	0.134	0.21234	0.32851	0.999975	694	2	0.134
LARP4	4	0.80715	0.80693	0.999998	1654	0	0.11009	0.21253	0.35363	0.999975	695	2	0.11009
TKT	4	0.10669	0.22563	0.999998	466	2	-0.1124	0.21259	0.3537	0.999975	696	2	-0.1124
INTS2	4	0.74298	0.74912	0.999998	1532	1	0.13293	0.21314	0.35426	0.999975	697	2	0.13293
ASS1	4	0.38863	0.53406	0.999998	1057	2	-0.072566	0.21343	0.35458	0.999975	698	1	-0.072566
RPL22L1	4	0.23019	0.3613	0.999998	752	2	-0.10618	0.21386	0.35498	0.999975	699	1	-0.10618
RPS27	2	0.62023	0.62002	0.999998	1342	0	0.36911	0.21396	0.27076	0.999975	700	1	0.36911
NOL3	4	0.87219	0.8718	0.999998	1804	0	0.10531	0.21436	0.35544	0.999975	701	2	0.10531
RPL30	3	0.90054	0.90131	0.999998	1861	0	0.15361	0.21473	0.33158	0.999975	702	2	0.15361
FBP2	3	0.64894	0.65338	0.999998	1388	1	0.047119	0.21555	0.33258	0.999975	703	1	0.047119
FAM98A	4	0.02878	0.07532	0.891223	180	1	0.10336	0.21681	0.35816	0.999975	704	2	0.10336
C9ORF129	4	0.59337	0.64549	0.999998	1295	1	0.019758	0.21681	0.35817	0.999975	705	2	0.019758
MNEONGREEN	3	0.91884	0.91951	0.999998	1891	0	0.13303	0.21728	0.33483	0.999975	706	2	0.13303
DDX53	4	0.436	0.56429	0.999998	1112	1	0.11348	0.21763	0.35904	0.999975	707	2	0.11348
RAVER1	3	0.89532	0.89584	0.999998	1851	0	0.21504	0.21872	0.33656	0.999975	708	2	0.21504
KRT18	3	0.16107	0.25981	0.999998	604	1	0.22649	0.21888	0.33676	0.999975	709	2	0.22649
KRI1	3	0.90527	0.9062	0.999998	1868	0	0.11867	0.21936	0.3374	0.999975	710	2	0.11867
CAST	4	0.86366	0.86348	0.999998	1787	0	0.11031	0.21947	0.36081	0.999975	711	2	0.11031
EBNA1BP2	4	0.22854	0.35948	0.999998	749	2	-0.046634	0.21976	0.36109	0.999975	712	1	-0.046634
LIN28B	4	0.29734	0.43502	0.999998	896	1	0.049948	0.22018	0.36151	0.999975	713	2	0.049948
CSN2	4	0.24988	0.38306	0.999998	802	2	-0.04318	0.2206	0.36197	0.999975	714	1	-0.04318
LSM6	3	0.88189	0.88238	0.999998	1820	0	0.2297	0.2208	0.33926	0.999975	715	2	0.2297
ZNF346	4	0.89316	0.89343	0.999998	1845	0	0.15588	0.22111	0.36251	0.999975	716	2	0.15588
RPL12	3	0.92515	0.92587	0.999998	1909	0	0.28227	0.22144	0.34009	0.999975	717	2	0.28227
IPO4	4	0.26028	0.39447	0.999998	827	2	0.024292	0.22275	0.36419	0.999975	718	2	0.024292
PUS7L	3	0.3185	0.41791	0.999998	930	1	0.09032	0.22337	0.34259	0.999975	719	2	0.09032
PPP1CC	4	0.046967	0.11227	0.975735	244	1	-0.0019507	0.22353	0.36505	0.999975	720	1	-0.0019507
SLC3A2	3	0.75898	0.76018	0.999998	1562	0	0.046914	0.22391	0.34326	0.999975	721	1	0.046914
LEPR	4	0.081692	0.17941	0.999998	367	2	-0.097676	0.22395	0.36544	0.999975	722	1	-0.097676
MTHFD1	4	0.76007	0.76327	0.999998	1563	1	0.067013	0.22437	0.36587	0.999975	723	2	0.067013
EIF5A2	4	0.46632	0.57822	0.999998	1145	1	0.10247	0.2244	0.3659	0.999975	724	2	0.10247
SNUPN	3	0.8914	0.89193	0.999998	1842	0	0.1062	0.22515	0.3449	0.999975	725	2	0.1062
DNAJC1	4	0.44646	0.56911	0.999998	1125	1	0.10004	0.22523	0.36672	0.999975	726	2	0.10004
PSMB1	4	0.72191	0.73216	0.999998	1497	1	0.15748	0.22604	0.36749	0.999975	727	2	0.15748
EZH2	4	0.14335	0.26692	0.999998	556	2	-0.15877	0.22645	0.36783	0.999975	728	1	-0.15877
ARF1	4	0.19883	0.32742	0.999998	681	2	-0.030726	0.22687	0.36819	0.999975	729	1	-0.030726
DDX25	4	0.38214	0.52718	0.999998	1048	1	-0.0085134	0.22688	0.3682	0.999975	730	2	-0.0085134
PDLIM5	3	0.78841	0.78954	0.999998	1610	0	0.098198	0.22725	0.34762	0.999975	731	2	0.098198
NAP1L4	4	0.22008	0.35054	0.999998	720	2	-0.2798	0.22771	0.36903	0.999975	732	1	-0.2798
PABPC3	4	0.66866	0.6931	0.999998	1415	1	0.12537	0.22812	0.36944	0.999975	733	2	0.12537
PCSK9	3	0.54669	0.56819	0.999998	1234	1	0.045089	0.22903	0.34981	0.999975	734	1	0.045089
THUMPD2	4	0.88638	0.88626	0.999998	1829	0	0.1005	0.22957	0.37095	0.999975	735	2	0.1005
TSEN2	3	0.84011	0.84073	0.999998	1729	0	0.11235	0.22968	0.35069	0.999975	736	2	0.11235
ENOX2	4	0.86592	0.86568	0.999998	1792	0	0.11521	0.22977	0.37118	0.999975	737	2	0.11521
KHSRP	4	0.17683	0.30343	0.999998	636	2	0.010051	0.2302	0.37164	0.999975	738	2	0.010051
TARSL2	3	0.018668	0.048128	0.810929	134	2	-0.19429	0.2303	0.35144	0.999975	739	1	-0.19429
SERGEF	4	0.035264	0.089034	0.936781	200	2	-0.23618	0.23062	0.37205	0.999975	740	1	-0.23618
BTF3	4	0.75659	0.76038	0.999998	1558	1	0.1206	0.23143	0.37286	0.999975	741	2	0.1206
C1ORF52	4	0.25445	0.38803	0.999998	815	2	-0.1022	0.23145	0.37288	0.999975	742	1	-0.1022
NXT2	4	0.35165	0.49426	0.999998	990	2	0.034189	0.23206	0.37349	0.999975	743	2	0.034189
DNAAF2	3	0.84112	0.84168	0.999998	1736	0	0.028991	0.23221	0.35376	0.999975	744	1	0.028991
SRA1	3	0.93742	0.93818	0.999998	1939	0	0.11561	0.23245	0.35405	0.999975	745	2	0.11561
SUGP1	3	0.63941	0.64445	0.999998	1370	1	0.14834	0.23262	0.35424	0.999975	746	2	0.14834
SPAG9	4	0.9182	0.91866	0.999998	1890	0	0.097811	0.23289	0.37432	0.999975	747	2	0.097811
CLP1	4	0.0081985	0.027824	0.700068	83	3	-0.76976	0.23353	0.37504	0.999975	748	1	-0.76976
LASP1	4	0.93975	0.94001	0.999998	1946	0	0.0984	0.23372	0.37524	0.999975	749	2	0.0984
GATB	4	0.29928	0.43719	0.999998	900	1	0.027049	0.23435	0.37589	0.999975	750	2	0.027049
RBMS3	4	0.14045	0.26369	0.999998	545	2	0.034608	0.23727	0.37889	0.999975	751	2	0.034608
NXF5	3	0.49151	0.52793	0.999998	1171	1	-0.006308	0.23729	0.35992	0.999975	752	1	-0.006308
TDRD6	3	0.92166	0.92238	0.999998	1899	0	0.12895	0.23753	0.36021	0.999975	753	2	0.12895
EIF2B2	3	0.404	0.46903	0.999998	1077	1	0.13392	0.23802	0.36083	0.999975	754	2	0.13392
EIF2AK3	3	0.90916	0.9101	0.999998	1875	0	0.10293	0.23917	0.36228	0.999975	755	2	0.10293
