id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SRFBP1	4	0.39291	0.53905	0.999998	1070	1	0.45932	0.12549	0.2584	0.999989	543	2	0.45932
DYNC1LI1	4	0.10666	0.22593	0.94225	511	2	-0.58498	0.12576	0.25892	0.999989	544	1	-0.58498
DHX34	4	0.96044	0.96081	0.999998	2006	0	0.3854	0.1258	0.25896	0.999989	545	3	0.3854
AGFG1	4	0.21361	0.35741	0.999998	733	1	0.27333	0.12615	0.25955	0.999989	546	3	0.27333
SLC25A5	4	0.48476	0.61842	0.999998	1225	1	0.25761	0.12736	0.26154	0.999989	547	2	0.25761
PEBP1	3	0.27763	0.41054	0.999998	876	1	0.50131	0.12749	0.22406	0.980317	548	2	0.50131
NHP2L1	4	0.078618	0.17691	0.898911	418	3	-0.5157	0.12756	0.26189	0.999989	549	1	-0.5157
ARHGEF28	3	0.73815	0.74016	0.999998	1548	1	0.54064	0.12826	0.22517	0.980317	550	2	0.54064
CNN2	4	0.97429	0.97469	0.999998	2052	0	0.56035	0.12854	0.26366	0.999989	551	3	0.56035
COPG1	4	0.96406	0.96448	0.999998	2025	0	0.41066	0.12878	0.26408	0.999989	552	3	0.41066
TARDBP	4	0.33887	0.48398	0.999998	967	2	-0.062885	0.12891	0.2643	0.999989	553	1	-0.062885
LGALS3	4	0.27336	0.41807	0.999998	868	2	0.21694	0.12942	0.26515	0.999989	554	2	0.21694
CELF6	4	0.87035	0.86968	0.999998	1801	0	0.34129	0.12962	0.26549	0.999989	555	3	0.34129
DRG2	4	0.96724	0.96752	0.999998	2033	0	0.42708	0.12987	0.26585	0.999989	556	3	0.42708
FGFR1OP	3	0.36962	0.47533	0.999998	1025	1	0.46165	0.12996	0.22738	0.980317	557	2	0.46165
DDX55	4	0.76481	0.77279	0.999998	1593	1	0.4823	0.13028	0.2665	0.999989	558	3	0.4823
YRDC	4	0.89346	0.89365	0.999998	1856	0	0.33446	0.1312	0.26806	0.999989	559	3	0.33446
SPATS2L	3	0.79633	0.79729	0.999998	1653	0	0.14622	0.13137	0.22909	0.980317	560	1	0.14622
PARN	4	0.046701	0.11624	0.81332	308	2	0.27361	0.13148	0.26854	0.999989	561	2	0.27361
MAK16	4	0.80528	0.80585	0.999998	1673	1	0.47262	0.1316	0.26871	0.999989	562	3	0.47262
SHQ1	4	0.93446	0.93445	0.999998	1945	0	0.50528	0.13166	0.26881	0.999989	563	3	0.50528
PARK7	4	0.24876	0.39317	0.999998	808	1	-0.023149	0.13205	0.26956	0.999989	564	1	-0.023149
FASTKD2	4	0.89056	0.89063	0.999998	1843	0	0.41224	0.13217	0.26978	0.999989	565	2	0.41224
TNRC6C	4	0.95818	0.95834	0.999998	2002	0	0.29786	0.13266	0.27066	0.999989	566	3	0.29786
HOOK1	3	0.74346	0.74523	0.999998	1563	0	-0.17401	0.13341	0.23178	0.980317	567	1	-0.17401
METTL10	4	0.92139	0.9214	0.999998	1915	0	0.38409	0.13351	0.27211	0.999989	568	3	0.38409
SRRM4	3	0.43985	0.51521	0.999998	1157	1	0.036516	0.13375	0.23226	0.980317	569	1	0.036516
ZCCHC11	4	0.84016	0.83927	0.999998	1739	0	0.18535	0.13384	0.27261	0.999989	570	2	0.18535
HSPA1A	4	0.57946	0.66133	0.999998	1317	1	0.28198	0.13388	0.27268	0.999989	571	3	0.28198
DNAJC21	4	0.78857	0.79191	0.999998	1634	1	-0.04852	0.13428	0.27329	0.999989	572	1	-0.04852
FAM195A	4	0.40447	0.55101	0.999998	1094	1	0.41505	0.13495	0.2743	0.999989	573	2	0.41505
C19ORF47	4	0.87595	0.87539	0.999998	1814	0	0.38811	0.13523	0.27479	0.999989	574	3	0.38811
RBMY1B	4	0.38879	0.53491	0.999998	1063	1	0.19811	0.13607	0.27624	0.999989	575	2	0.19811
POLR1E	4	0.54463	0.64478	0.999998	1278	1	0.29813	0.13705	0.27778	0.999989	576	2	0.29813
WARS2	4	0.0023595	0.0085922	0.375	46	2	-0.79232	0.13741	0.27841	0.999989	577	2	-0.79232
TRMT10A	4	0.05484	0.13234	0.847447	337	1	0.49274	0.13746	0.27853	0.999989	578	3	0.49274
RSRC1	3	0.28947	0.42496	0.999998	906	2	-0.32135	0.13815	0.23763	0.980317	579	1	-0.32135
COPB1	4	0.69391	0.72395	0.999998	1480	1	-0.25468	0.13874	0.28066	0.999989	580	1	-0.25468
PPIL4	3	0.23299	0.35524	0.999998	770	2	-0.26576	0.13917	0.23902	0.980317	581	1	-0.26576
CPSF7	4	0.90545	0.90571	0.999998	1879	0	0.30006	0.14034	0.28336	0.999989	582	3	0.30006
SUPT4H1	4	0.040693	0.10432	0.785087	287	2	-0.33338	0.14052	0.28369	0.999989	583	2	-0.33338
TPRKB	4	0.10859	0.22927	0.943804	517	2	-0.066791	0.14056	0.28375	0.999989	584	2	-0.066791
MCAT	4	0.10808	0.2284	0.943779	515	1	0.33803	0.1411	0.28458	0.999989	585	3	0.33803
STAU1	4	0.92359	0.92345	0.999998	1918	0	0.35368	0.14123	0.28482	0.999989	586	3	0.35368
UTP15	4	0.80717	0.80758	0.999998	1676	1	0.45584	0.14145	0.28515	0.999989	587	2	0.45584
CST6	4	0.93224	0.9321	0.999998	1941	0	0.33406	0.14161	0.28546	0.999989	588	3	0.33406
NAPA	4	0.44083	0.58761	0.999998	1158	2	-0.13471	0.1423	0.28662	0.999989	589	1	-0.13471
KIAA0391	1	0.85769	0.85813	0.999998	1774	0	0.77328	0.14231	0.14296	0.891609	590	1	0.77328
NMD3	4	0.95602	0.95628	0.999998	1992	0	0.48432	0.14237	0.28669	0.999989	591	3	0.48432
TRIM25	4	0.022384	0.066836	0.701336	203	3	-1.0221	0.14274	0.28732	0.999989	592	1	-1.0221
RPL10A	4	0.018047	0.057469	0.663028	180	1	0.32674	0.14287	0.28757	0.999989	593	2	0.32674
AFF1	3	0.79967	0.80067	0.999998	1661	0	0.14629	0.14288	0.24388	0.984557	594	1	0.14629
CSDE1	3	0.012085	0.03216	0.584682	132	1	0.091458	0.14321	0.24428	0.984557	595	1	0.091458
ADAR	4	0.97232	0.9726	0.999998	2046	0	0.33105	0.14351	0.28871	0.999989	596	3	0.33105
ERF	4	0.44298	0.58977	0.999998	1166	1	0.29199	0.14364	0.28887	0.999989	597	3	0.29199
EIF5A	1	0.85607	0.85644	0.999998	1770	0	1.3938	0.14393	0.14462	0.894655	598	1	1.3938
CSTF2T	4	0.34172	0.48712	0.999998	976	1	0.38435	0.14393	0.2894	0.999989	599	2	0.38435
PAPOLA	4	0.93744	0.93749	0.999998	1949	0	0.33225	0.14453	0.29041	0.999989	600	3	0.33225
MAGOHB	4	0.91885	0.91901	0.999998	1906	0	0.51095	0.1459	0.29263	0.999989	601	2	0.51095
NOP10	4	0.89467	0.8949	0.999998	1858	0	0.29214	0.14594	0.29271	0.999989	602	3	0.29214
DARS2	3	0.78015	0.78119	0.999998	1619	0	0.48975	0.14653	0.24868	0.98993	603	2	0.48975
DAZAP1	4	0.73802	0.75326	0.999998	1547	1	0.46101	0.14672	0.2939	0.999989	604	3	0.46101
USP14	3	0.74736	0.74907	0.999998	1569	0	0.08753	0.14691	0.24925	0.98993	605	1	0.08753
MARK2	4	0.79258	0.79528	0.999998	1643	1	-0.074724	0.14717	0.29464	0.999989	606	1	-0.074724
MRPS2	3	0.87037	0.87113	0.999998	1802	0	0.44053	0.14826	0.25088	0.98993	607	2	0.44053
TDRD5	4	0.36502	0.51056	0.999998	1012	2	0.24519	0.14859	0.29689	0.999989	608	2	0.24519
PLD6	4	0.90175	0.90191	0.999998	1871	0	0.42004	0.14892	0.29747	0.999989	609	3	0.42004
ZRANB2	4	0.14841	0.29132	0.999998	617	2	-0.12489	0.14938	0.29819	0.999989	610	2	-0.12489
MRPL35	4	0.11446	0.23931	0.962182	530	1	0.48196	0.15048	0.30001	0.999989	611	3	0.48196
CCDC43	3	0.67656	0.68361	0.999998	1450	1	0.46872	0.15051	0.2538	0.996105	612	2	0.46872
EXOSC4	4	0.50973	0.62934	0.999998	1240	1	0.21346	0.15074	0.30055	0.999989	613	3	0.21346
GARS	4	0.028319	0.079509	0.728655	228	1	0.38164	0.15127	0.30144	0.999989	614	3	0.38164
MACF1	4	0.90889	0.90914	0.999998	1885	0	0.2915	0.1514	0.30166	0.999989	615	3	0.2915
PQBP1	4	0.96123	0.96173	0.999998	2012	0	0.23595	0.15166	0.30206	0.999989	616	3	0.23595
APOBEC3D	4	0.82343	0.8225	0.999998	1706	1	0.47587	0.15232	0.30308	0.999989	617	3	0.47587
PDAP1	3	0.26341	0.3931	0.999998	843	1	0.46091	0.15315	0.25698	0.999989	618	2	0.46091
MRPS18A	4	0.93637	0.93646	0.999998	1948	0	0.40639	0.15329	0.30468	0.999989	619	2	0.40639
ASH1L	2	0.4589	0.46719	0.999998	1195	1	0.40802	0.1533	0.24172	0.980317	620	1	0.40802
RPL36A	4	0.76982	0.77683	0.999998	1601	1	-0.13182	0.15334	0.30477	0.999989	621	1	-0.13182
PCBP4	4	0.93211	0.93197	0.999998	1940	0	0.46673	0.1535	0.305	0.999989	622	3	0.46673
CPEB3	4	0.91923	0.91938	0.999998	1908	0	0.23422	0.15364	0.3052	0.999989	623	3	0.23422
LUC7L	4	0.77081	0.77766	0.999998	1604	1	0.17992	0.15365	0.30521	0.999989	624	2	0.17992
NXF3	4	0.88865	0.88854	0.999998	1839	0	0.12134	0.15465	0.30704	0.999989	625	1	0.12134
DQX1	4	0.88565	0.8854	0.999998	1832	0	0.33001	0.15483	0.30733	0.999989	626	3	0.33001
MRPL22	4	0.75125	0.76286	0.999998	1576	1	0.3832	0.15523	0.30801	0.999989	627	3	0.3832
URB1	4	0.92588	0.92561	0.999998	1926	0	0.3489	0.15549	0.30845	0.999989	628	3	0.3489
PRR3	3	0.40039	0.4921	0.999998	1086	1	0.57225	0.15566	0.25996	0.999989	629	2	0.57225
PRPF40B	4	0.66836	0.70834	0.999998	1435	1	0.30277	0.15584	0.30899	0.999989	630	2	0.30277
EIF3G	4	0.67248	0.71071	0.999998	1444	1	0.25056	0.15629	0.30984	0.999989	631	3	0.25056
MRPL37	4	0.57476	0.65917	0.999998	1310	1	0.43215	0.15767	0.31131	0.999989	632	2	0.43215
HRSP12	4	0.10762	0.2276	0.94225	514	2	-0.22969	0.15816	0.31175	0.999989	633	1	-0.22969
PABPC1	4	0.0073096	0.024859	0.544406	93	3	-1.3737	0.15903	0.31263	0.999989	634	1	-1.3737
ICT1	4	0.67698	0.71342	0.999998	1452	1	0.28346	0.15932	0.31291	0.999989	635	2	0.28346
MRPL54	4	0.13426	0.27297	0.991708	587	2	0.084187	0.15987	0.31351	0.999989	636	2	0.084187
ARC	3	0.45469	0.52456	0.999998	1189	1	0.41847	0.16086	0.26675	0.999989	637	2	0.41847
CCDC86	4	0.94019	0.94028	0.999998	1956	0	0.13197	0.16165	0.31527	0.999989	638	1	0.13197
STRBP	3	0.074427	0.15099	0.850844	409	1	0.33881	0.16326	0.26983	0.999989	639	2	0.33881
MBNL2	3	0.93176	0.93253	0.999998	1938	0	0.52419	0.16341	0.26997	0.999989	640	2	0.52419
PURG	4	0.1507	0.29373	0.999998	619	1	0.41139	0.16375	0.31734	0.999989	641	2	0.41139
NSUN2	4	0.93861	0.93876	0.999998	1953	0	0.40616	0.16468	0.31824	0.999989	642	2	0.40616
SAMSN1	4	0.35269	0.49825	0.999998	992	2	-0.069624	0.16601	0.3196	0.999989	643	2	-0.069624
APOBEC3H	4	0.023566	0.069305	0.712569	206	2	-0.57322	0.16688	0.32045	0.999989	644	1	-0.57322
SLC4A1AP	4	0.085023	0.18818	0.904519	435	3	-0.42893	0.16731	0.32088	0.999989	645	1	-0.42893
LONP1	3	0.63017	0.64507	0.999998	1379	1	0.41662	0.16785	0.27559	0.999989	646	2	0.41662
CLNS1A	3	0.94069	0.94137	0.999998	1958	0	0.54008	0.16799	0.27577	0.999989	647	2	0.54008
NOC3L	3	0.80056	0.80156	0.999998	1662	0	0.38975	0.16856	0.27654	0.999989	648	2	0.38975
PPRC1	4	0.21403	0.35779	0.999998	734	2	-0.17999	0.17034	0.32371	0.999989	649	1	-0.17999
CHCHD3	3	0.31804	0.44779	0.999998	945	1	0.21861	0.1712	0.27993	0.999989	650	1	0.21861
PINX1	4	0.26503	0.40964	0.999998	846	2	-0.29129	0.17251	0.326	0.999989	651	1	-0.29129
KIN	4	0.0042248	0.014917	0.460117	64	1	0.21035	0.17254	0.32602	0.999989	652	2	0.21035
RPL7A	4	0.70562	0.73135	0.999998	1493	1	0.5781	0.17292	0.32639	0.999989	653	2	0.5781
UBAP2	3	0.74406	0.7459	0.999998	1565	0	-0.029198	0.1735	0.28256	0.999989	654	1	-0.029198
FKBP4	4	0.84004	0.83919	0.999998	1738	0	0.13863	0.17466	0.32797	0.999989	655	2	0.13863
SCAF8	3	0.53308	0.57415	0.999998	1265	1	0.40969	0.17553	0.28538	0.999989	656	2	0.40969
CNDP2	3	0.79851	0.79951	0.999998	1659	0	0.35772	0.17568	0.28552	0.999989	657	2	0.35772
LENG9	4	0.022949	0.068093	0.704862	205	1	0.48375	0.17594	0.32924	0.999989	658	2	0.48375
KDM5A	4	0.62338	0.68371	0.999998	1365	1	0.26205	0.17596	0.32926	0.999989	659	2	0.26205
HIST1H4D	4	0.56817	0.65585	0.999998	1298	1	0.1112	0.17639	0.32973	0.999989	660	2	0.1112
EGFP	4	0.2684	0.41278	0.999998	857	2	0.011788	0.17708	0.33046	0.999989	661	2	0.011788
NSRP1	3	0.015415	0.040402	0.618259	163	1	0.1687	0.17744	0.2877	0.999989	662	1	0.1687
MRPS24	4	0.77862	0.7838	0.999998	1616	1	0.19085	0.17765	0.33107	0.999989	663	2	0.19085
AUH	4	0.89281	0.89305	0.999998	1852	0	0.37972	0.17822	0.33157	0.999989	664	2	0.37972
FYTTD1	4	0.17164	0.31512	0.999998	655	1	0.10874	0.17897	0.33218	0.999989	665	1	0.10874
RBMXL2	3	0.097982	0.18226	0.903757	483	1	0.44769	0.1817	0.29311	0.999989	666	2	0.44769
EIF4E3	4	0.82357	0.82262	0.999998	1707	1	0.16968	0.18197	0.33512	0.999989	667	2	0.16968
DDX6	3	0.87547	0.8761	0.999998	1811	0	0.56092	0.18229	0.29384	0.999989	668	2	0.56092
EIF4E1B	3	0.67568	0.68285	0.999998	1447	1	0.47013	0.18244	0.29404	0.999989	669	2	0.47013
WRAP53	3	0.21836	0.33681	0.999998	743	2	-0.35098	0.183	0.29474	0.999989	670	1	-0.35098
EBNA1BP2	3	0.94522	0.94594	0.999998	1965	0	0.38792	0.18363	0.29558	0.999989	671	2	0.38792
IGF2BP2	4	0.22307	0.36696	0.999998	753	2	0.031583	0.18454	0.33759	0.999989	672	2	0.031583
MARS2	4	0.85403	0.85336	0.999998	1763	0	0.11237	0.18496	0.33801	0.999989	673	1	0.11237
ARCN1	4	0.86742	0.86687	0.999998	1797	0	0.29135	0.18539	0.33846	0.999989	674	2	0.29135
DSP	4	0.92388	0.92374	0.999998	1920	0	0.31589	0.1855	0.33856	0.999989	675	2	0.31589
IPO11	4	0.38153	0.52753	0.999998	1050	1	0.36298	0.18569	0.33871	0.999989	676	2	0.36298
FXR1	1	0.81313	0.81345	0.999998	1689	0	0.78371	0.18687	0.1866	0.955257	677	1	0.78371
TRMT2A	4	0.38014	0.52607	0.999998	1047	1	0.35404	0.18936	0.34232	0.999989	678	2	0.35404
FLYWCH2	4	0.23427	0.37817	0.999998	774	2	-0.3066	0.18965	0.34255	0.999989	679	1	-0.3066
RBM18	3	0.87359	0.87419	0.999998	1809	0	0.50585	0.1899	0.30309	0.999989	680	2	0.50585
KTN1	4	0.9288	0.92853	0.999998	1930	0	0.18637	0.19007	0.34303	0.999989	681	2	0.18637
SRRM1	4	0.37035	0.51635	0.999998	1026	1	0.3704	0.19014	0.34311	0.999989	682	2	0.3704
HAP1	4	0.91908	0.91927	0.999998	1907	0	0.11889	0.1905	0.34348	0.999989	683	1	0.11889
DHX32	4	0.16766	0.31109	0.999998	650	2	-0.39362	0.1922	0.34527	0.999989	684	1	-0.39362
MAP2	4	0.41951	0.56633	0.999998	1126	1	0.32059	0.19347	0.34652	0.999989	685	2	0.32059
RNF113A	4	0.023927	0.070078	0.715151	207	2	0.21263	0.19384	0.34689	0.999989	686	2	0.21263
PTRH1	4	0.83261	0.83166	0.999998	1725	1	0.065543	0.19474	0.34773	0.999989	687	1	0.065543
BCCIP	4	0.66988	0.70918	0.999998	1440	1	-0.16259	0.19516	0.34818	0.999989	688	1	-0.16259
CCAR2	3	0.44112	0.51597	0.999998	1160	1	0.38309	0.1967	0.31153	0.999989	689	2	0.38309
SAP18	4	0.52129	0.63447	0.999998	1249	1	0.40481	0.19677	0.34965	0.999989	690	2	0.40481
RPS23	4	0.6272	0.68575	0.999998	1371	1	0.21459	0.19727	0.35007	0.999989	691	2	0.21459
MEX3D	3	0.68111	0.68756	0.999998	1461	1	0.31658	0.19761	0.31267	0.999989	692	2	0.31658
SAP130	4	0.81974	0.81904	0.999998	1701	1	0.15484	0.19775	0.35054	0.999989	693	2	0.15484
RNGTT	3	0.91935	0.92006	0.999998	1909	0	0.48507	0.19792	0.31306	0.999989	694	2	0.48507
KIAA0430	4	0.096043	0.20759	0.916553	476	3	-0.52357	0.1998	0.35263	0.999989	695	1	-0.52357
MRPL10	4	0.68459	0.71832	0.999998	1468	1	0.17442	0.19991	0.35275	0.999989	696	2	0.17442
RRP7A	4	0.54214	0.64359	0.999998	1275	1	0.40953	0.2007	0.35345	0.999989	697	2	0.40953
RBPMS2	3	0.83585	0.83604	0.999998	1731	0	0.33698	0.20127	0.31726	0.999989	698	2	0.33698
METTL1	4	0.72445	0.74357	0.999998	1526	1	-0.18421	0.20149	0.35414	0.999989	699	1	-0.18421
MRPL36	4	0.4039	0.55043	0.999998	1092	2	0.13662	0.20168	0.35427	0.999989	700	2	0.13662
MRPS21	4	0.61004	0.67666	0.999998	1350	1	0.19318	0.20188	0.35451	0.999989	701	2	0.19318
DDX58	4	0.32969	0.4748	0.999998	955	2	0.062942	0.20227	0.35481	0.999989	702	2	0.062942
ARPC1B	4	0.86141	0.86082	0.999998	1783	0	-0.0013858	0.20233	0.35485	0.999989	703	1	-0.0013858
SLTM	4	0.67677	0.71331	0.999998	1451	1	0.14685	0.20401	0.35651	0.999989	704	2	0.14685
ADK	4	0.70062	0.72818	0.999998	1489	1	0.078241	0.20485	0.35735	0.999989	705	1	0.078241
PAWR	3	0.56406	0.5956	0.999998	1296	1	0.12231	0.20499	0.32178	0.999989	706	1	0.12231
ERN2	3	0.41696	0.50196	0.999998	1121	1	0.54817	0.20573	0.32279	0.999989	707	2	0.54817
RBMY1F	3	0.86631	0.86713	0.999998	1793	0	0.40288	0.20604	0.3232	0.999989	708	2	0.40288
DDX60	4	0.40921	0.55575	0.999998	1104	2	0.079663	0.2061	0.35868	0.999989	709	2	0.079663
ATXN2L	4	0.26587	0.41039	0.999998	850	2	-0.18826	0.20652	0.35911	0.999989	710	1	-0.18826
MRPS5	3	0.92067	0.9214	0.999998	1912	0	0.42586	0.20681	0.32416	0.999989	711	2	0.42586
SRSF3	3	0.634	0.6482	0.999998	1384	1	0.51301	0.20728	0.32469	0.999989	712	2	0.51301
XPO5	4	0.45868	0.60581	0.999998	1193	2	-0.15417	0.20778	0.36037	0.999989	713	1	-0.15417
ZFP36	4	0.79426	0.79665	0.999998	1647	1	0.11262	0.20822	0.36076	0.999989	714	2	0.11262
DALRD3	4	0.89337	0.89354	0.999998	1854	0	0.35994	0.20841	0.36094	0.999989	715	2	0.35994
FKBP3	4	0.14584	0.28889	0.999998	614	2	-0.026517	0.20881	0.36135	0.999989	716	2	-0.026517
PURB	3	0.7386	0.74057	0.999998	1549	1	-0.13558	0.20946	0.32728	0.999989	717	1	-0.13558
DBNL	4	0.2962	0.44117	0.999998	919	1	0.054417	0.20986	0.36242	0.999989	718	1	0.054417
PABPC3	4	0.57319	0.65834	0.999998	1308	1	0.17814	0.21021	0.36274	0.999989	719	2	0.17814
MRPL38	4	0.84179	0.84091	0.999998	1742	0	0.26959	0.21112	0.36361	0.999989	720	2	0.26959
N4BP2	3	0.49856	0.55187	0.999998	1231	1	0.27611	0.2117	0.3302	0.999989	721	2	0.27611
RPA1	4	0.82438	0.82338	0.999998	1710	1	-0.16178	0.21195	0.36434	0.999989	722	1	-0.16178
NME1	3	0.85621	0.857	0.999998	1771	0	0.3841	0.21225	0.33079	0.999989	723	2	0.3841
RRP12	4	0.79486	0.79714	0.999998	1650	1	0.46887	0.2124	0.36474	0.999989	724	2	0.46887
RBFOX3	3	0.94348	0.94419	0.999998	1961	0	0.34981	0.21272	0.33134	0.999989	725	2	0.34981
RPS21	4	0.9351	0.9351	0.999998	1947	0	0.30069	0.21278	0.36514	0.999989	726	2	0.30069
DDX54	4	0.84575	0.84504	0.999998	1750	0	0.38237	0.21421	0.36645	0.999989	727	2	0.38237
CTU2	4	0.23366	0.37752	0.999998	773	2	-0.076012	0.21441	0.36667	0.999989	728	2	-0.076012
PPP1CC	4	0.68396	0.71788	0.999998	1465	1	0.46818	0.21481	0.36702	0.999989	729	2	0.46818
H1F0	4	0.87067	0.86997	0.999998	1803	0	0.1319	0.21486	0.36708	0.999989	730	2	0.1319
STAU2	4	0.15492	0.29795	0.999998	624	2	-0.04106	0.21641	0.36864	0.999989	731	2	-0.04106
ZYX	4	0.016952	0.054607	0.642955	173	3	-0.76156	0.21693	0.36913	0.999989	732	1	-0.76156
TCEB3	4	0.15803	0.3013	0.999998	633	2	0.11386	0.21762	0.36987	0.999989	733	2	0.11386
WIBG	4	0.53293	0.63952	0.999998	1264	1	0.38146	0.22004	0.37223	0.999989	734	2	0.38146
CAPRIN1	4	0.83182	0.8309	0.999998	1722	1	0.17541	0.22084	0.37304	0.999989	735	2	0.17541
SRP19	4	0.48507	0.61857	0.999998	1226	1	0.26362	0.22107	0.37322	0.999989	736	2	0.26362
BZW1	3	0.925	0.9257	0.999998	1923	0	0.31288	0.22248	0.34358	0.999989	737	2	0.31288
MRPL17	4	0.40514	0.55164	0.999998	1096	1	0.2319	0.22287	0.37499	0.999989	738	2	0.2319
TRIT1	4	0.87699	0.87638	0.999998	1818	0	0.19579	0.22368	0.37582	0.999989	739	2	0.19579
PUS10	4	0.183	0.3266	0.999998	677	2	0.14513	0.22509	0.37715	0.999989	740	2	0.14513
PUS3	3	0.93094	0.93173	0.999998	1936	0	0.33182	0.22532	0.34723	0.999989	741	2	0.33182
CSDC2	3	0.79542	0.79635	0.999998	1651	0	0.19017	0.22595	0.34802	0.999989	742	2	0.19017
TRUB1	4	0.57972	0.66151	0.999998	1318	1	0.20408	0.22642	0.37843	0.999989	743	2	0.20408
MYEF2	2	0.56187	0.56202	0.999998	1291	1	0.4012	0.22676	0.29187	0.999989	744	1	0.4012
VIL1	4	0.26693	0.41136	0.999998	853	2	-0.37822	0.22683	0.37879	0.999989	745	1	-0.37822
ZNFX1	3	0.14817	0.24795	0.967941	616	2	-0.75054	0.22752	0.34995	0.999989	746	1	-0.75054
RAX	4	0.10442	0.22195	0.934739	504	1	0.23637	0.22847	0.38036	0.999989	747	2	0.23637
ANG	3	0.90128	0.90202	0.999998	1868	0	0.34915	0.22882	0.35164	0.999989	748	2	0.34915
CNOT6	4	0.64925	0.69738	0.999998	1406	1	0.30477	0.22937	0.38128	0.999989	749	2	0.30477
STX18	3	0.82299	0.8237	0.999998	1705	0	0.4021	0.23074	0.35398	0.999989	750	2	0.4021
ZRSR2	4	0.1312	0.26766	0.988094	578	3	-0.27206	0.23134	0.38329	0.999989	751	1	-0.27206
ZC3H13	4	0.027369	0.077596	0.726221	222	3	-0.98326	0.23175	0.38366	0.999989	752	1	-0.98326
WDR75	1	0.76758	0.76803	0.999998	1596	0	0.66241	0.23242	0.23237	0.980317	753	1	0.66241
RAC1	4	0.92424	0.92406	0.999998	1921	0	0.36257	0.23325	0.385	0.999989	754	2	0.36257
AAR2	3	0.85176	0.85253	0.999998	1757	0	0.28592	0.23347	0.35719	0.999989	755	2	0.28592
FTSJ3	3	0.83962	0.84009	0.999998	1736	0	0.34467	0.23348	0.35721	0.999989	756	2	0.34467
SSB	4	0.89046	0.89051	0.999998	1842	0	0.06944	0.23419	0.38601	0.999989	757	1	0.06944
ABCE1	4	0.84939	0.84876	0.999998	1755	0	0.32276	0.23448	0.38627	0.999989	758	2	0.32276
INTS5	3	0.44642	0.51921	0.999998	1178	1	0.30403	0.2346	0.35853	0.999989	759	2	0.30403
DICER1	4	0.68417	0.71804	0.999998	1466	1	0.30993	0.2353	0.38704	0.999989	760	2	0.30993
OBFC1	4	0.098712	0.21208	0.917906	487	3	-0.40049	0.23704	0.38891	0.999989	761	1	-0.40049
TDRD6	4	0.85764	0.85699	0.999998	1773	0	0.26267	0.23755	0.38947	0.999989	762	2	0.26267
MRPL55	4	0.07096	0.16258	0.865727	400	2	-0.0048781	0.23899	0.391	0.999989	763	2	-0.0048781
QKI	4	0.20317	0.34684	0.999998	718	1	-0.04943	0.23907	0.39105	0.999989	764	1	-0.04943
ADAD1	4	0.17066	0.31404	0.999998	654	2	-0.21909	0.23948	0.39145	0.999989	765	2	-0.21909
MRPS7	4	0.79242	0.79516	0.999998	1642	1	0.3799	0.24023	0.39217	0.999989	766	2	0.3799
DEK	4	0.14287	0.28578	0.998176	611	2	-0.025305	0.24106	0.393	0.999989	767	2	-0.025305
L1TD1	4	0.27115	0.4156	0.999998	861	2	-0.029463	0.2411	0.39304	0.999989	768	2	-0.029463
PURA	3	0.90271	0.90352	0.999998	1872	0	0.38554	0.24123	0.36642	0.999989	769	2	0.38554
TMPO	4	0.063874	0.14945	0.850844	372	2	-0.074113	0.24167	0.39361	0.999989	770	2	-0.074113
SSBP1	3	0.63686	0.65036	0.999998	1391	1	0.4203	0.24171	0.36702	0.999989	771	2	0.4203
GAS2	4	0.026369	0.07534	0.71737	218	2	0.092322	0.24333	0.39513	0.999989	772	2	0.092322
PDIA4	4	0.78134	0.78603	0.999998	1622	1	0.14003	0.24393	0.39574	0.999989	773	2	0.14003
KHDC1	3	0.93495	0.93583	0.999998	1946	0	0.32823	0.24481	0.37099	0.999989	774	2	0.32823
OAS2	4	0.024904	0.07223	0.715151	210	2	-0.12626	0.24581	0.39757	0.999989	775	2	-0.12626
VIM	4	0.047875	0.11836	0.820263	310	3	-0.75141	0.24594	0.39772	0.999989	776	1	-0.75141
EIF1B	3	0.80094	0.80187	0.999998	1664	0	0.23221	0.24746	0.37435	0.999989	777	2	0.23221
CCBL2	4	0.018387	0.05816	0.666865	182	3	-0.98236	0.24755	0.39927	0.999989	778	1	-0.98236
ALDOC	3	0.94376	0.94449	0.999998	1962	0	0.25999	0.24808	0.37509	0.999989	779	2	0.25999
NARS2	3	0.59853	0.621	0.999998	1341	1	0.2859	0.2484	0.37554	0.999989	780	2	0.2859
DCN	4	0.050059	0.12283	0.833906	317	2	-0.11132	0.24851	0.40023	0.999989	781	2	-0.11132
MTO1	4	0.84501	0.84427	0.999998	1748	0	0.22428	0.24871	0.40043	0.999989	782	2	0.22428
MRM1	3	0.39533	0.48926	0.999998	1073	1	0.25521	0.24889	0.3761	0.999989	783	2	0.25521
DDX24	3	0.91816	0.91881	0.999998	1902	0	0.14738	0.24901	0.37624	0.999989	784	1	0.14738
DHX36	4	0.029293	0.081493	0.728655	233	2	-0.044505	0.25037	0.40222	0.999989	785	2	-0.044505
TSR1	4	0.64675	0.69606	0.999998	1404	1	0.19143	0.25246	0.40418	0.999989	786	2	0.19143
